source,disease,symptoms,description,text
Orphanet,Blue cone monochromatism,"Blue cone monochromacy, Myopia, Color vision defect, Nystagmus, Eccentric visual fixation, Reduced OCT-measured foveal thickness, Visual impairment, Abnormal electroretinogram, Hypermetropia, Photophobia",Rare disease with 12 known phenotypic features,"Disease: Blue cone monochromatism | Symptoms: Blue cone monochromacy, Myopia, Color vision defect, Nystagmus, Eccentric visual fixation, Reduced OCT-measured foveal thickness, Visual impairment, Abnormal electroretinogram, Hypermetropia, Photophobia | Description: Rare disease with 12 known phenotypic features | Source: Orphanet"
Orphanet,Neurofibromatosis type 1,"Abnormality of the nervous system, Delayed puberty, Melanocytic nevus, Multiple lipomas, Intellectual disability, mild, Specific learning disability, Subcutaneous nodule, Meningioma, Generalized hyperpigmentation, Multiple cafe-au-lait spots",Rare disease with 77 known phenotypic features,"Disease: Neurofibromatosis type 1 | Symptoms: Abnormality of the nervous system, Delayed puberty, Melanocytic nevus, Multiple lipomas, Intellectual disability, mild, Specific learning disability, Subcutaneous nodule, Meningioma, Generalized hyperpigmentation, Multiple cafe-au-lait spots | Description: Rare disease with 77 known phenotypic features | Source: Orphanet"
Orphanet,Non-acquired isolated growth hormone deficiency,"Anterior hypopituitarism, Growth delay, Delayed skeletal maturation, Short stature, Doll-like facies, Delayed puberty, Decreased response to growth hormone stimulation test, Abnormally high-pitched voice, Neonatal hypoglycemia, Decreased muscle mass",Rare disease with 19 known phenotypic features,"Disease: Non-acquired isolated growth hormone deficiency | Symptoms: Anterior hypopituitarism, Growth delay, Delayed skeletal maturation, Short stature, Doll-like facies, Delayed puberty, Decreased response to growth hormone stimulation test, Abnormally high-pitched voice, Neonatal hypoglycemia, Decreased muscle mass | Description: Rare disease with 19 known phenotypic features | Source: Orphanet"
Orphanet,Chronic granulomatous disease,"Gingivitis, Sinusitis, Otitis media, Eczematoid dermatitis, Cutaneous photosensitivity, Hypermelanotic macule, Meningitis, Splenomegaly, Abnormality of neutrophils, Fever",Rare disease with 22 known phenotypic features,"Disease: Chronic granulomatous disease | Symptoms: Gingivitis, Sinusitis, Otitis media, Eczematoid dermatitis, Cutaneous photosensitivity, Hypermelanotic macule, Meningitis, Splenomegaly, Abnormality of neutrophils, Fever | Description: Rare disease with 22 known phenotypic features | Source: Orphanet"
Orphanet,Homocystinuria due to cystathionine beta-synthase deficiency,"Dental crowding, Osteoporosis, Ectopia lentis, Arachnodactyly, Intellectual disability, Disproportionate tall stature, Hyperhomocystinemia, Recurrent fractures, Abnormality of amino acid metabolism, Myopia",Rare disease with 62 known phenotypic features,"Disease: Homocystinuria due to cystathionine beta-synthase deficiency | Symptoms: Dental crowding, Osteoporosis, Ectopia lentis, Arachnodactyly, Intellectual disability, Disproportionate tall stature, Hyperhomocystinemia, Recurrent fractures, Abnormality of amino acid metabolism, Myopia | Description: Rare disease with 62 known phenotypic features | Source: Orphanet"
Orphanet,Lesch-Nyhan syndrome,"Renal insufficiency, Atypical behavior, Hematuria, Intellectual disability, mild, Spasticity, Anemia, Gout, Hyperuricemia, Intellectual disability, moderate, Hemiplegia/hemiparesis",Rare disease with 11 known phenotypic features,"Disease: Lesch-Nyhan syndrome | Symptoms: Renal insufficiency, Atypical behavior, Hematuria, Intellectual disability, mild, Spasticity, Anemia, Gout, Hyperuricemia, Intellectual disability, moderate, Hemiplegia/hemiparesis | Description: Rare disease with 11 known phenotypic features | Source: Orphanet"
Orphanet,Cystinuria,"Hypertension, Nausea and vomiting, Hyperuricemia, Abnormal urinary odor, Hypocitraturia, Flank pain, Cystine crystalluria, Hypercalciuria, Nephrolithiasis, Hematuria",Rare disease with 15 known phenotypic features,"Disease: Cystinuria | Symptoms: Hypertension, Nausea and vomiting, Hyperuricemia, Abnormal urinary odor, Hypocitraturia, Flank pain, Cystine crystalluria, Hypercalciuria, Nephrolithiasis, Hematuria | Description: Rare disease with 15 known phenotypic features | Source: Orphanet"
Orphanet,Monosomy 5p syndrome,"Microcephaly, Epicanthus, Microretrognathia, Round face, Wide nasal bridge, Hypotonia, Abnormality of the voice, Abnormally high-pitched voice, Intellectual disability, severe, Severe global developmental delay",Rare disease with 27 known phenotypic features,"Disease: Monosomy 5p syndrome | Symptoms: Microcephaly, Epicanthus, Microretrognathia, Round face, Wide nasal bridge, Hypotonia, Abnormality of the voice, Abnormally high-pitched voice, Intellectual disability, severe, Severe global developmental delay | Description: Rare disease with 27 known phenotypic features | Source: Orphanet"
Orphanet,Hereditary neuropathy with liability to pressure palsies,"Decreased motor nerve conduction velocity, Peripheral neuropathy, Muscle weakness, Scoliosis, Paresthesia, Sensorimotor neuropathy, Decreased/absent ankle reflexes, Sensorineural hearing impairment, Hyporeflexia, Vocal cord paralysis",Rare disease with 18 known phenotypic features,"Disease: Hereditary neuropathy with liability to pressure palsies | Symptoms: Decreased motor nerve conduction velocity, Peripheral neuropathy, Muscle weakness, Scoliosis, Paresthesia, Sensorimotor neuropathy, Decreased/absent ankle reflexes, Sensorineural hearing impairment, Hyporeflexia, Vocal cord paralysis | Description: Rare disease with 18 known phenotypic features | Source: Orphanet"
Orphanet,Norrie disease,"Cryptorchidism, Thin vermilion border, Microcephaly, Malar flattening, Abnormal cochlea morphology, Macrotia, Sensorineural hearing impairment, Protruding ear, Narrow nasal bridge, Deeply set eye",Rare disease with 64 known phenotypic features,"Disease: Norrie disease | Symptoms: Cryptorchidism, Thin vermilion border, Microcephaly, Malar flattening, Abnormal cochlea morphology, Macrotia, Sensorineural hearing impairment, Protruding ear, Narrow nasal bridge, Deeply set eye | Description: Rare disease with 64 known phenotypic features | Source: Orphanet"
Orphanet,Alpha-1-antitrypsin deficiency,"Emphysema, Bronchiectasis, Reduced circulating alpha-1-antitrypsin concentration, Jaundice, Hepatic fibrosis, Elevated circulating hepatic transaminase concentration, Prolonged neonatal jaundice, Neonatal unconjugated hyperbilirubinemia, Hepatitis, Bronchitis",Rare disease with 21 known phenotypic features,"Disease: Alpha-1-antitrypsin deficiency | Symptoms: Emphysema, Bronchiectasis, Reduced circulating alpha-1-antitrypsin concentration, Jaundice, Hepatic fibrosis, Elevated circulating hepatic transaminase concentration, Prolonged neonatal jaundice, Neonatal unconjugated hyperbilirubinemia, Hepatitis, Bronchitis | Description: Rare disease with 21 known phenotypic features | Source: Orphanet"
Orphanet,Hyperkalemic periodic paralysis,"Ophthalmoparesis, Hypertonia, Gait disturbance, Reduced tendon reflexes, Flexion contracture, Death in infancy, Congestive heart failure, Malignant hyperthermia, Respiratory insufficiency, Hyperkalemia",Rare disease with 29 known phenotypic features,"Disease: Hyperkalemic periodic paralysis | Symptoms: Ophthalmoparesis, Hypertonia, Gait disturbance, Reduced tendon reflexes, Flexion contracture, Death in infancy, Congestive heart failure, Malignant hyperthermia, Respiratory insufficiency, Hyperkalemia | Description: Rare disease with 29 known phenotypic features | Source: Orphanet"
Orphanet,Schwartz-Jampel syndrome,"Inguinal hernia, Abnormality of the ureter, Abnormality of the urinary system, Narrow mouth, Cleft palate, Pursed lips, Trismus, High palate, Everted lower lip vermilion, Microcephaly",Rare disease with 112 known phenotypic features,"Disease: Schwartz-Jampel syndrome | Symptoms: Inguinal hernia, Abnormality of the ureter, Abnormality of the urinary system, Narrow mouth, Cleft palate, Pursed lips, Trismus, High palate, Everted lower lip vermilion, Microcephaly | Description: Rare disease with 112 known phenotypic features | Source: Orphanet"
Orphanet,Diastrophic dysplasia,"Macrocephaly, Abnormal rib morphology, Abnormality of the clavicle, Abnormal metaphysis morphology, Intrauterine growth retardation, Scoliosis, Micromelia, Abnormal form of the vertebral bodies, Short stature, Depressed nasal bridge",Rare disease with 64 known phenotypic features,"Disease: Diastrophic dysplasia | Symptoms: Macrocephaly, Abnormal rib morphology, Abnormality of the clavicle, Abnormal metaphysis morphology, Intrauterine growth retardation, Scoliosis, Micromelia, Abnormal form of the vertebral bodies, Short stature, Depressed nasal bridge | Description: Rare disease with 64 known phenotypic features | Source: Orphanet"
Orphanet,Noonan syndrome,"Joint hypermobility, Abnormal pulmonary valve morphology, Abnormality of the spleen, Abnormal bleeding, Abnormality of coagulation, Low posterior hairline, Coarse hair, Hepatomegaly, Scoliosis, Delayed skeletal maturation",Rare disease with 70 known phenotypic features,"Disease: Noonan syndrome | Symptoms: Joint hypermobility, Abnormal pulmonary valve morphology, Abnormality of the spleen, Abnormal bleeding, Abnormality of coagulation, Low posterior hairline, Coarse hair, Hepatomegaly, Scoliosis, Delayed skeletal maturation | Description: Rare disease with 70 known phenotypic features | Source: Orphanet"
Orphanet,Gorlin syndrome,"Melanocytic nevus, Cerebral calcification, Neoplasm, Palmar pits, Plantar pits, Macrocephaly, Wide nasal bridge, Abnormality of the neck, Abnormal rib morphology, Bifid ribs",Rare disease with 45 known phenotypic features,"Disease: Gorlin syndrome | Symptoms: Melanocytic nevus, Cerebral calcification, Neoplasm, Palmar pits, Plantar pits, Macrocephaly, Wide nasal bridge, Abnormality of the neck, Abnormal rib morphology, Bifid ribs | Description: Rare disease with 45 known phenotypic features | Source: Orphanet"
Orphanet,"46,XY difference of sex development due to 17-beta-hydroxysteroid dehydrogenase 3 deficiency","Cryptorchidism, Male pseudohermaphroditism, Hypospadias, Ambiguous genitalia, Infertility, Clitoral hypertrophy, Inguinal hernia, Increased circulating androstenedione concentration, Urogenital sinus anomaly, Bifid scrotum",Rare disease with 12 known phenotypic features,"Disease: 46,XY difference of sex development due to 17-beta-hydroxysteroid dehydrogenase 3 deficiency | Symptoms: Cryptorchidism, Male pseudohermaphroditism, Hypospadias, Ambiguous genitalia, Infertility, Clitoral hypertrophy, Inguinal hernia, Increased circulating androstenedione concentration, Urogenital sinus anomaly, Bifid scrotum | Description: Rare disease with 12 known phenotypic features | Source: Orphanet"
Orphanet,Fibrodysplasia ossificans progressiva,"Ectopic ossification, Limitation of joint mobility, Subcutaneous nodule, Abnormal hallux morphology, Fused cervical vertebrae, Spinal rigidity, Abnormal vertebral morphology, Abnormality of the first metatarsal bone, Short hallux, Ectopic ossification in muscle tissue",Rare disease with 35 known phenotypic features,"Disease: Fibrodysplasia ossificans progressiva | Symptoms: Ectopic ossification, Limitation of joint mobility, Subcutaneous nodule, Abnormal hallux morphology, Fused cervical vertebrae, Spinal rigidity, Abnormal vertebral morphology, Abnormality of the first metatarsal bone, Short hallux, Ectopic ossification in muscle tissue | Description: Rare disease with 35 known phenotypic features | Source: Orphanet"
Orphanet,Peutz-Jeghers syndrome,"Abnormality of the ureter, Abnormality of the nose, Multiple lentigines, Anemia, Vomiting, Abdominal pain, Rectal prolapse, Abnormality of the respiratory system, Gastrointestinal hemorrhage, Neoplasm",Rare disease with 33 known phenotypic features,"Disease: Peutz-Jeghers syndrome | Symptoms: Abnormality of the ureter, Abnormality of the nose, Multiple lentigines, Anemia, Vomiting, Abdominal pain, Rectal prolapse, Abnormality of the respiratory system, Gastrointestinal hemorrhage, Neoplasm | Description: Rare disease with 33 known phenotypic features | Source: Orphanet"
Orphanet,Pfeiffer syndrome,"Open mouth, High palate, Turricephaly, Mandibular prognathia, Hypertelorism, Short philtrum, Facial asymmetry, High forehead, Wide nasal bridge, Short neck",Rare disease with 22 known phenotypic features,"Disease: Pfeiffer syndrome | Symptoms: Open mouth, High palate, Turricephaly, Mandibular prognathia, Hypertelorism, Short philtrum, Facial asymmetry, High forehead, Wide nasal bridge, Short neck | Description: Rare disease with 22 known phenotypic features | Source: Orphanet"
Orphanet,Zellweger syndrome,"Abnormal pinna morphology, Death in infancy, Respiratory insufficiency, Hepatomegaly, EEG abnormality, Skeletal dysplasia, Short stature, Depressed nasal bridge, Severe muscular hypotonia, Corneal opacity",Rare disease with 55 known phenotypic features,"Disease: Zellweger syndrome | Symptoms: Abnormal pinna morphology, Death in infancy, Respiratory insufficiency, Hepatomegaly, EEG abnormality, Skeletal dysplasia, Short stature, Depressed nasal bridge, Severe muscular hypotonia, Corneal opacity | Description: Rare disease with 55 known phenotypic features | Source: Orphanet"
Orphanet,WAGR syndrome,"Cryptorchidism, Ambiguous genitalia, Everted lower lip vermilion, Microcephaly, Micrognathia, Hearing abnormality, Glaucoma, Visual impairment, Ptosis, Cataract",Rare disease with 18 known phenotypic features,"Disease: WAGR syndrome | Symptoms: Cryptorchidism, Ambiguous genitalia, Everted lower lip vermilion, Microcephaly, Micrognathia, Hearing abnormality, Glaucoma, Visual impairment, Ptosis, Cataract | Description: Rare disease with 18 known phenotypic features | Source: Orphanet"
